Student_ID,Hindi,English,Science,Maths,History,Geograpgy,Total
871,34,55,35,69,18,91,302
872,74,28,12,5,19,96,234
873,58,40,55,49,55,0,257
874,59,77,95,14,23,83,351
875,97,63,26,31,93,75,385
876,28,46,70,38,67,89,338
877,91,86,64,32,21,17,311
878,68,73,79,81,78,83,462
879,30,82,86,55,78,18,349
880,29,64,93,40,29,98,353
881,40,35,74,8,35,83,275
882,42,35,95,92,75,77,416
883,65,18,98,90,67,9,347
884,87,37,63,60,19,18,284
885,9,95,24,51,59,68,306
886,48,94,2,28,21,29,222
887,53,0,99,33,41,64,290
888,75,29,15,27,10,16,172
889,58,9,27,3,7,79,183
890,26,91,92,74,9,98,390
891,54,5,40,81,10,13,203
892,97,1,16,83,32,48,277
893,12,25,63,87,3,77,267
894,60,61,30,28,82,77,338
895,87,59,70,56,41,15,328
896,34,22,18,53,52,39,218
897,17,66,12,56,0,53,204
898,87,63,27,44,20,15,256
899,30,38,32,78,29,37,244
900,94,53,21,4,55,54,281
901,53,27,91,9,15,72,267
902,50,81,16,62,8,86,303
903,59,45,87,93,63,24,371
904,27,1,9,57,1,68,163
905,46,53,96,45,60,62,362
906,11,71,69,89,26,70,336
907,42,7,61,64,62,24,260
908,74,89,8,64,66,36,337
909,55,50,28,27,73,25,258
910,62,1,6,71,15,30,185
911,84,82,5,26,21,89,307
912,25,44,57,69,0,38,233
913,4,12,86,20,98,89,309
914,53,80,41,25,49,78,326
915,60,31,79,70,82,80,402
916,23,42,54,38,84,6,247
917,35,89,91,21,1,3,240
918,34,77,8,82,58,67,326
919,43,67,61,9,42,73,295
920,29,15,16,33,33,90,216
921,15,54,3,52,7,18,149
922,92,76,30,18,10,38,264
923,95,9,86,86,8,13,297
924,36,99,67,63,91,16,372
925,66,54,88,66,88,26,388
926,17,90,66,80,6,78,337
927,65,9,81,66,51,35,307
928,9,1,2,64,14,59,149
929,20,32,95,10,44,18,219
930,20,34,46,71,57,28,256
931,54,81,67,27,38,84,351
932,69,73,84,0,56,2,284
933,43,39,89,66,98,85,420
934,14,91,6,38,17,58,224
935,95,49,27,79,75,49,374
936,72,44,0,88,69,72,345
937,83,8,0,33,74,41,239
938,60,73,94,80,15,78,400
939,92,50,61,68,23,50,344
940,51,62,85,83,59,52,392
941,83,80,70,98,16,44,391
942,81,91,54,22,39,1,288
943,85,20,67,26,4,74,276
944,67,73,17,91,21,91,360
945,23,9,19,43,57,81,232
946,95,85,68,53,25,95,421
947,55,89,54,36,67,41,342
948,20,72,36,41,89,64,322
949,74,50,93,92,69,16,394
950,44,20,76,86,91,2,319
951,89,92,97,55,26,93,452
952,58,2,61,39,31,41,232
953,4,6,97,67,92,57,323
954,15,47,87,5,89,91,334
955,22,73,85,10,39,8,237
956,25,37,70,81,1,72,286
957,29,78,63,93,71,77,411
958,80,72,69,78,48,8,355
959,84,10,96,37,7,38,272
960,87,20,96,81,73,41,398
961,40,19,71,17,35,24,206
962,55,65,67,16,63,42,308
963,77,20,33,78,66,5,279
964,98,15,38,69,49,8,277
965,37,53,23,14,40,42,209
966,4,52,43,17,58,96,270
967,72,35,4,46,39,12,208
968,26,31,75,58,56,99,345
969,53,93,13,12,28,94,293
970,89,66,29,73,10,36,303
971,73,56,52,51,15,78,325
972,18,14,26,96,54,36,244
973,37,47,5,95,60,24,268
974,5,94,79,23,36,37,274
975,69,24,83,10,3,82,271
976,86,16,88,31,48,81,350
977,15,93,80,97,73,8,366
978,98,90,12,12,70,84,366
979,12,79,13,28,1,4,137
980,45,64,27,64,69,75,344
981,28,87,54,63,69,96,397
982,76,49,53,93,93,44,408
983,95,65,89,39,56,73,417
984,84,82,46,74,54,46,386
985,12,94,50,84,87,16,343
986,94,61,61,91,65,59,431
987,76,36,53,60,32,27,284
988,96,46,66,87,65,23,383
989,10,4,65,3,46,26,154
990,30,68,30,14,16,6,164
991,98,53,29,61,40,11,292
992,55,94,59,68,82,89,447
993,72,30,34,90,71,36,333
994,94,62,68,84,13,35,356
995,55,89,68,58,13,13,296
996,42,62,25,87,51,68,335
997,9,83,70,14,11,78,265
998,23,82,31,42,84,52,314
999,75,78,68,33,79,91,424
